r\c,c00,c01,c02,c03,c04,c05,c06,c07,c08,c09,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,c27,c28,c29,c30,c31,c32,c33,c34,c35,c36,c37,c38,c39,c40,c41,c42,c43,c44,c45,c46,c47,c48,c49
r10,#345a2a,#345a2a,#345a2a,#345a2a,#345a2a,#345a2a,#345a2a,#345a2a,#345a2a,#345a2a,#345a2a,#345a2a,#345a2a,#345a2a,#345a2a,#e8dcc8,#70e0a8,#70e0a8,#345a2a,#345a2a,#345a2a,#345a2a,#345a2a,#70e0a8,#70e0a8,#e8dcc8,#345a2a,#345a2a,#345a2a,#345a2a,#345a2a,#345a2a,#345a2a,#345a2a,#345a2a,#345a2a,#345a2a,#345a2a,#345a2a,#345a2a,#345a2a,#345a2a,#345a2a,#345a2a,#345a2a,#345a2a,#345a2a,#345a2a,#345a2a,#345a2a
r11,#365c2c,#365c2c,#365c2c,#365c2c,#365c2c,#365c2c,#365c2c,#365c2c,#365c2c,#365c2c,#365c2c,#365c2c,#365c2c,#365c2c,#365c2c,#a8f0c0,#cc2222,#ffffff,#cc2222,#365c2c,#365c2c,#365c2c,#bb1f1f,#ffffff,#bb1f1f,#a8f0c0,#365c2c,#365c2c,#365c2c,#365c2c,#365c2c,#365c2c,#365c2c,#365c2c,#365c2c,#365c2c,#365c2c,#365c2c,#365c2c,#365c2c,#365c2c,#365c2c,#365c2c,#365c2c,#365c2c,#365c2c,#365c2c,#365c2c,#365c2c,#365c2c
r12,#2d5020,#2d5020,#2d5020,#2d5020,#2d5020,#2d5020,#2d5020,#2d5020,#2d5020,#2d5020,#2d5020,#2d5020,#2d5020,#2d5020,#2d5020,#2d5020,#70e0a8,#e8dcc8,#2d5020,#dd3333,#ffffff,#dd3333,#2d5020,#e8dcc8,#70e0a8,#2d5020,#2d5020,#2d5020,#2d5020,#2d5020,#2d5020,#2d5020,#2d5020,#2d5020,#2d5020,#2d5020,#2d5020,#2d5020,#2d5020,#2d5020,#2d5020,#2d5020,#2d5020,#2d5020,#2d5020,#2d5020,#2d5020,#2d5020,#2d5020,#2d5020
r13,#2a4a18,#2a4a18,#2a4a18,#2a4a18,#2a4a18,#2a4a18,#2a4a18,#2a4a18,#2a4a18,#2a4a18,#2a4a18,#2a4a18,#2a4a18,#2a4a18,#2a4a18,#2a4a18,#2a4a18,#a8f0c0,#70e0a8,#70e0a8,#e8dcc8,#70e0a8,#70e0a8,#a8f0c0,#2a4a18,#2a4a18,#2a4a18,#2a4a18,#2a4a18,#2a4a18,#2a4a18,#2a4a18,#2a4a18,#2a4a18,#2a4a18,#2a4a18,#2a4a18,#2a4a18,#2a4a18,#2a4a18,#2a4a18,#2a4a18,#2a4a18,#2a4a18,#2a4a18,#2a4a18,#2a4a18,#2a4a18,#2a4a18,#2a4a18
r14,#284518,#284518,#284518,#284518,#284518,#284518,#284518,#284518,#284518,#284518,#284518,#284518,#284518,#284518,#284518,#284518,#284518,#284518,#284518,#284518,#a8f0c0,#284518,#284518,#284518,#284518,#284518,#284518,#284518,#284518,#284518,#284518,#284518,#284518,#284518,#284518,#284518,#284518,#284518,#284518,#284518,#284518,#284518,#284518,#284518,#284518,#284518,#284518,#284518,#284518,#284518
r15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
