"r\c","c00","c01","c02","c03","c04","c05","c06","c07","c08","c09","c10","c11","c12","c13","c14","c15","c16","c17","c18","c19","c20","c21","c22","c23","c24","c25","c26","c27","c28","c29","c30","c31","c32","c33","c34","c35","c36","c37","c38","c39","c40","c41","c42","c43","c44","c45","c46","c47","c48","c49"
"r10","(0,10) #345a2a","(1,10) #345a2a","(2,10) #345a2a","(3,10) #345a2a","(4,10) #345a2a","(5,10) #345a2a","(6,10) #345a2a","(7,10) #345a2a","(8,10) #345a2a","(9,10) #345a2a","(10,10) #345a2a","(11,10) #345a2a","(12,10) #345a2a","(13,10) #345a2a","(14,10) #345a2a","(15,10) #e8dcc8","(16,10) #70e0a8","(17,10) #70e0a8","(18,10) #345a2a","(19,10) #345a2a","(20,10) #345a2a","(21,10) #345a2a","(22,10) #345a2a","(23,10) #70e0a8","(24,10) #70e0a8","(25,10) #e8dcc8","(26,10) #345a2a","(27,10) #345a2a","(28,10) #345a2a","(29,10) #345a2a","(30,10) #345a2a","(31,10) #345a2a","(32,10) #345a2a","(33,10) #345a2a","(34,10) #345a2a","(35,10) #345a2a","(36,10) #345a2a","(37,10) #345a2a","(38,10) #345a2a","(39,10) #345a2a","(40,10) #345a2a","(41,10) #345a2a","(42,10) #345a2a","(43,10) #345a2a","(44,10) #345a2a","(45,10) #345a2a","(46,10) #345a2a","(47,10) #345a2a","(48,10) #345a2a","(49,10) #345a2a"
"r11","(0,11) #365c2c","(1,11) #365c2c","(2,11) #365c2c","(3,11) #365c2c","(4,11) #365c2c","(5,11) #365c2c","(6,11) #365c2c","(7,11) #365c2c","(8,11) #365c2c","(9,11) #365c2c","(10,11) #365c2c","(11,11) #365c2c","(12,11) #365c2c","(13,11) #365c2c","(14,11) #365c2c","(15,11) #a8f0c0","(16,11) #cc2222","(17,11) #ffffff","(18,11) #cc2222","(19,11) #365c2c","(20,11) #365c2c","(21,11) #365c2c","(22,11) #bb1f1f","(23,11) #ffffff","(24,11) #bb1f1f","(25,11) #a8f0c0","(26,11) #365c2c","(27,11) #365c2c","(28,11) #365c2c","(29,11) #365c2c","(30,11) #365c2c","(31,11) #365c2c","(32,11) #365c2c","(33,11) #365c2c","(34,11) #365c2c","(35,11) #365c2c","(36,11) #365c2c","(37,11) #365c2c","(38,11) #365c2c","(39,11) #365c2c","(40,11) #365c2c","(41,11) #365c2c","(42,11) #365c2c","(43,11) #365c2c","(44,11) #365c2c","(45,11) #365c2c","(46,11) #365c2c","(47,11) #365c2c","(48,11) #365c2c","(49,11) #365c2c"
"r12","(0,12) #2d5020","(1,12) #2d5020","(2,12) #2d5020","(3,12) #2d5020","(4,12) #2d5020","(5,12) #2d5020","(6,12) #2d5020","(7,12) #2d5020","(8,12) #2d5020","(9,12) #2d5020","(10,12) #2d5020","(11,12) #2d5020","(12,12) #2d5020","(13,12) #2d5020","(14,12) #2d5020","(15,12) #2d5020","(16,12) #70e0a8","(17,12) #e8dcc8","(18,12) #2d5020","(19,12) #dd3333","(20,12) #ffffff","(21,12) #dd3333","(22,12) #2d5020","(23,12) #e8dcc8","(24,12) #70e0a8","(25,12) #2d5020","(26,12) #2d5020","(27,12) #2d5020","(28,12) #2d5020","(29,12) #2d5020","(30,12) #2d5020","(31,12) #2d5020","(32,12) #2d5020","(33,12) #2d5020","(34,12) #2d5020","(35,12) #2d5020","(36,12) #2d5020","(37,12) #2d5020","(38,12) #2d5020","(39,12) #2d5020","(40,12) #2d5020","(41,12) #2d5020","(42,12) #2d5020","(43,12) #2d5020","(44,12) #2d5020","(45,12) #2d5020","(46,12) #2d5020","(47,12) #2d5020","(48,12) #2d5020","(49,12) #2d5020"
"r13","(0,13) #2a4a18","(1,13) #2a4a18","(2,13) #2a4a18","(3,13) #2a4a18","(4,13) #2a4a18","(5,13) #2a4a18","(6,13) #2a4a18","(7,13) #2a4a18","(8,13) #2a4a18","(9,13) #2a4a18","(10,13) #2a4a18","(11,13) #2a4a18","(12,13) #2a4a18","(13,13) #2a4a18","(14,13) #2a4a18","(15,13) #2a4a18","(16,13) #2a4a18","(17,13) #a8f0c0","(18,13) #70e0a8","(19,13) #70e0a8","(20,13) #e8dcc8","(21,13) #70e0a8","(22,13) #70e0a8","(23,13) #a8f0c0","(24,13) #2a4a18","(25,13) #2a4a18","(26,13) #2a4a18","(27,13) #2a4a18","(28,13) #2a4a18","(29,13) #2a4a18","(30,13) #2a4a18","(31,13) #2a4a18","(32,13) #2a4a18","(33,13) #2a4a18","(34,13) #2a4a18","(35,13) #2a4a18","(36,13) #2a4a18","(37,13) #2a4a18","(38,13) #2a4a18","(39,13) #2a4a18","(40,13) #2a4a18","(41,13) #2a4a18","(42,13) #2a4a18","(43,13) #2a4a18","(44,13) #2a4a18","(45,13) #2a4a18","(46,13) #2a4a18","(47,13) #2a4a18","(48,13) #2a4a18","(49,13) #2a4a18"
"r14","(0,14) #284518","(1,14) #284518","(2,14) #284518","(3,14) #284518","(4,14) #284518","(5,14) #284518","(6,14) #284518","(7,14) #284518","(8,14) #284518","(9,14) #284518","(10,14) #284518","(11,14) #284518","(12,14) #284518","(13,14) #284518","(14,14) #284518","(15,14) #284518","(16,14) #284518","(17,14) #284518","(18,14) #284518","(19,14) #284518","(20,14) #a8f0c0","(21,14) #284518","(22,14) #284518","(23,14) #284518","(24,14) #284518","(25,14) #284518","(26,14) #284518","(27,14) #284518","(28,14) #284518","(29,14) #284518","(30,14) #284518","(31,14) #284518","(32,14) #284518","(33,14) #284518","(34,14) #284518","(35,14) #284518","(36,14) #284518","(37,14) #284518","(38,14) #284518","(39,14) #284518","(40,14) #284518","(41,14) #284518","(42,14) #284518","(43,14) #284518","(44,14) #284518","(45,14) #284518","(46,14) #284518","(47,14) #284518","(48,14) #284518","(49,14) #284518"
"r15","(0,15)","(1,15)","(2,15)","(3,15)","(4,15)","(5,15)","(6,15)","(7,15)","(8,15)","(9,15)","(10,15)","(11,15)","(12,15)","(13,15)","(14,15)","(15,15)","(16,15)","(17,15)","(18,15)","(19,15)","(20,15)","(21,15)","(22,15)","(23,15)","(24,15)","(25,15)","(26,15)","(27,15)","(28,15)","(29,15)","(30,15)","(31,15)","(32,15)","(33,15)","(34,15)","(35,15)","(36,15)","(37,15)","(38,15)","(39,15)","(40,15)","(41,15)","(42,15)","(43,15)","(44,15)","(45,15)","(46,15)","(47,15)","(48,15)","(49,15)"
"r16","(0,16)","(1,16)","(2,16)","(3,16)","(4,16)","(5,16)","(6,16)","(7,16)","(8,16)","(9,16)","(10,16)","(11,16)","(12,16)","(13,16)","(14,16)","(15,16)","(16,16)","(17,16)","(18,16)","(19,16)","(20,16)","(21,16)","(22,16)","(23,16)","(24,16)","(25,16)","(26,16)","(27,16)","(28,16)","(29,16)","(30,16)","(31,16)","(32,16)","(33,16)","(34,16)","(35,16)","(36,16)","(37,16)","(38,16)","(39,16)","(40,16)","(41,16)","(42,16)","(43,16)","(44,16)","(45,16)","(46,16)","(47,16)","(48,16)","(49,16)"
"r17","(0,17)","(1,17)","(2,17)","(3,17)","(4,17)","(5,17)","(6,17)","(7,17)","(8,17)","(9,17)","(10,17)","(11,17)","(12,17)","(13,17)","(14,17)","(15,17)","(16,17)","(17,17)","(18,17)","(19,17)","(20,17)","(21,17)","(22,17)","(23,17)","(24,17)","(25,17)","(26,17)","(27,17)","(28,17)","(29,17)","(30,17)","(31,17)","(32,17)","(33,17)","(34,17)","(35,17)","(36,17)","(37,17)","(38,17)","(39,17)","(40,17)","(41,17)","(42,17)","(43,17)","(44,17)","(45,17)","(46,17)","(47,17)","(48,17)","(49,17)"
"r18","(0,18)","(1,18)","(2,18)","(3,18)","(4,18)","(5,18)","(6,18)","(7,18)","(8,18)","(9,18)","(10,18)","(11,18)","(12,18)","(13,18)","(14,18)","(15,18)","(16,18)","(17,18)","(18,18)","(19,18)","(20,18)","(21,18)","(22,18)","(23,18)","(24,18)","(25,18)","(26,18)","(27,18)","(28,18)","(29,18)","(30,18)","(31,18)","(32,18)","(33,18)","(34,18)","(35,18)","(36,18)","(37,18)","(38,18)","(39,18)","(40,18)","(41,18)","(42,18)","(43,18)","(44,18)","(45,18)","(46,18)","(47,18)","(48,18)","(49,18)"
"r19","(0,19)","(1,19)","(2,19)","(3,19)","(4,19)","(5,19)","(6,19)","(7,19)","(8,19)","(9,19)","(10,19)","(11,19)","(12,19)","(13,19)","(14,19)","(15,19)","(16,19)","(17,19)","(18,19)","(19,19)","(20,19)","(21,19)","(22,19)","(23,19)","(24,19)","(25,19)","(26,19)","(27,19)","(28,19)","(29,19)","(30,19)","(31,19)","(32,19)","(33,19)","(34,19)","(35,19)","(36,19)","(37,19)","(38,19)","(39,19)","(40,19)","(41,19)","(42,19)","(43,19)","(44,19)","(45,19)","(46,19)","(47,19)","(48,19)","(49,19)"
