"r\c","c00","c01","c02","c03","c04","c05","c06","c07","c08","c09","c10","c11","c12","c13","c14","c15","c16","c17","c18","c19","c20","c21","c22","c23","c24","c25","c26","c27","c28","c29","c30","c31","c32","c33","c34","c35","c36","c37","c38","c39","c40","c41","c42","c43","c44","c45","c46","c47","c48","c49"
"r10","(0,10) #0c5090","(1,10) #0c5090","(2,10) #0c5090","(3,10) #0c5090","(4,10) #0c5090","(5,10) #0c5090","(6,10) #0c5090","(7,10) #0c5090","(8,10) #ffffff","(9,10) #c8e8ff","(10,10) #ffffff","(11,10) #c8e8ff","(12,10) #ffffff","(13,10) #0c5090","(14,10) #0c5090","(15,10) #0c5090","(16,10) #0c5090","(17,10) #0c5090","(18,10) #0c5090","(19,10) #0c5090","(20,10) #0c5090","(21,10) #0c5090","(22,10) #0c5090","(23,10) #0c5090","(24,10) #0c5090","(25,10) #0c5090","(26,10) #0c5090","(27,10) #0c5090","(28,10) #0c5090","(29,10) #0c5090","(30,10) #0c5090","(31,10) #0c5090","(32,10) #0c5090","(33,10) #0c5090","(34,10) #0c5090","(35,10) #ffffff","(36,10) #c8e8ff","(37,10) #ffffff","(38,10) #c8e8ff","(39,10) #0c5090","(40,10) #0c5090","(41,10) #0c5090","(42,10) #0c5090","(43,10) #0c5090","(44,10) #0c5090","(45,10) #0c5090","(46,10) #0c5090","(47,10) #0c5090","(48,10) #0c5090","(49,10) #0c5090"
"r11","(0,11) #084a88","(1,11) #084a88","(2,11) #084a88","(3,11) #084a88","(4,11) #084a88","(5,11) #084a88","(6,11) #084a88","(7,11) #084a88","(8,11) #084a88","(9,11) #084a88","(10,11) #084a88","(11,11) #084a88","(12,11) #084a88","(13,11) #084a88","(14,11) #084a88","(15,11) #084a88","(16,11) #084a88","(17,11) #084a88","(18,11) #084a88","(19,11) #084a88","(20,11) #084a88","(21,11) #084a88","(22,11) #ffffff","(23,11) #c8e8ff","(24,11) #ffffff","(25,11) #c8e8ff","(26,11) #084a88","(27,11) #084a88","(28,11) #084a88","(29,11) #084a88","(30,11) #084a88","(31,11) #084a88","(32,11) #084a88","(33,11) #084a88","(34,11) #084a88","(35,11) #084a88","(36,11) #084a88","(37,11) #084a88","(38,11) #084a88","(39,11) #084a88","(40,11) #084a88","(41,11) #084a88","(42,11) #084a88","(43,11) #084a88","(44,11) #084a88","(45,11) #084a88","(46,11) #084a88","(47,11) #084a88","(48,11) #084a88","(49,11) #084a88"
"r12","(0,12) #ffffff","(1,12) #c8e8ff","(2,12) #ffffff","(3,12) #c8e8ff","(4,12) #0a4a8a","(5,12) #0a4a8a","(6,12) #0a4a8a","(7,12) #0a4a8a","(8,12) #0a4a8a","(9,12) #0a4a8a","(10,12) #0a4a8a","(11,12) #0a4a8a","(12,12) #ffffff","(13,12) #c8e8ff","(14,12) #ffffff","(15,12) #c8e8ff","(16,12) #ffffff","(17,12) #0a4a8a","(18,12) #0a4a8a","(19,12) #0a4a8a","(20,12) #0a4a8a","(21,12) #0a4a8a","(22,12) #0a4a8a","(23,12) #0a4a8a","(24,12) #0a4a8a","(25,12) #0a4a8a","(26,12) #0a4a8a","(27,12) #0a4a8a","(28,12) #ffffff","(29,12) #c8e8ff","(30,12) #ffffff","(31,12) #c8e8ff","(32,12) #0a4a8a","(33,12) #0a4a8a","(34,12) #0a4a8a","(35,12) #0a4a8a","(36,12) #0a4a8a","(37,12) #0a4a8a","(38,12) #0a4a8a","(39,12) #0a4a8a","(40,12) #0a4a8a","(41,12) #0a4a8a","(42,12) #0a4a8a","(43,12) #0a4a8a","(44,12) #0a4a8a","(45,12) #0a4a8a","(46,12) #0a4a8a","(47,12) #0a4a8a","(48,12) #0a4a8a","(49,12) #0a4a8a"
"r13","(0,13) #0d5298","(1,13) #0d5298","(2,13) #0d5298","(3,13) #0d5298","(4,13) #0d5298","(5,13) #ffffff","(6,13) #c8e8ff","(7,13) #ffffff","(8,13) #c8e8ff","(9,13) #ffffff","(10,13) #c8e8ff","(11,13) #0d5298","(12,13) #0d5298","(13,13) #0d5298","(14,13) #0d5298","(15,13) #0d5298","(16,13) #0d5298","(17,13) #0d5298","(18,13) #0d5298","(19,13) #0d5298","(20,13) #ffffff","(21,13) #c8e8ff","(22,13) #ffffff","(23,13) #c8e8ff","(24,13) #ffffff","(25,13) #c8e8ff","(26,13) #ffffff","(27,13) #0d5298","(28,13) #0d5298","(29,13) #0d5298","(30,13) #0d5298","(31,13) #0d5298","(32,13) #0d5298","(33,13) #0d5298","(34,13) #ffffff","(35,13) #c8e8ff","(36,13) #ffffff","(37,13) #c8e8ff","(38,13) #ffffff","(39,13) #0d5298","(40,13) #0d5298","(41,13) #0d5298","(42,13) #0d5298","(43,13) #0d5298","(44,13) #0d5298","(45,13) #0d5298","(46,13) #0d5298","(47,13) #0d5298","(48,13) #0d5298","(49,13) #0d5298"
"r14","(0,14) #1058a0","(1,14) #ffffff","(2,14) #c8e8ff","(3,14) #ffffff","(4,14) #1058a0","(5,14) #1058a0","(6,14) #1058a0","(7,14) #ffffff","(8,14) #c8e8ff","(9,14) #ffffff","(10,14) #c8e8ff","(11,14) #ffffff","(12,14) #1058a0","(13,14) #1058a0","(14,14) #1058a0","(15,14) #ffffff","(16,14) #c8e8ff","(17,14) #ffffff","(18,14) #c8e8ff","(19,14) #1058a0","(20,14) #1058a0","(21,14) #1058a0","(22,14) #1058a0","(23,14) #ffffff","(24,14) #c8e8ff","(25,14) #ffffff","(26,14) #c8e8ff","(27,14) #ffffff","(28,14) #c8e8ff","(29,14) #1058a0","(30,14) #1058a0","(31,14) #ffffff","(32,14) #c8e8ff","(33,14) #ffffff","(34,14) #c8e8ff","(35,14) #1058a0","(36,14) #1058a0","(37,14) #ffffff","(38,14) #c8e8ff","(39,14) #ffffff","(40,14) #1058a0","(41,14) #1058a0","(42,14) #1058a0","(43,14) #1058a0","(44,14) #1058a0","(45,14) #1058a0","(46,14) #1058a0","(47,14) #1058a0","(48,14) #1058a0","(49,14) #1058a0"
"r15","(0,15)","(1,15)","(2,15)","(3,15)","(4,15)","(5,15)","(6,15)","(7,15)","(8,15)","(9,15)","(10,15)","(11,15)","(12,15)","(13,15)","(14,15)","(15,15)","(16,15)","(17,15)","(18,15)","(19,15)","(20,15)","(21,15)","(22,15)","(23,15)","(24,15)","(25,15)","(26,15)","(27,15)","(28,15)","(29,15)","(30,15)","(31,15)","(32,15)","(33,15)","(34,15)","(35,15)","(36,15)","(37,15)","(38,15)","(39,15)","(40,15)","(41,15)","(42,15)","(43,15)","(44,15)","(45,15)","(46,15)","(47,15)","(48,15)","(49,15)"
"r16","(0,16)","(1,16)","(2,16)","(3,16)","(4,16)","(5,16)","(6,16)","(7,16)","(8,16)","(9,16)","(10,16)","(11,16)","(12,16)","(13,16)","(14,16)","(15,16)","(16,16)","(17,16)","(18,16)","(19,16)","(20,16)","(21,16)","(22,16)","(23,16)","(24,16)","(25,16)","(26,16)","(27,16)","(28,16)","(29,16)","(30,16)","(31,16)","(32,16)","(33,16)","(34,16)","(35,16)","(36,16)","(37,16)","(38,16)","(39,16)","(40,16)","(41,16)","(42,16)","(43,16)","(44,16)","(45,16)","(46,16)","(47,16)","(48,16)","(49,16)"
"r17","(0,17)","(1,17)","(2,17)","(3,17)","(4,17)","(5,17)","(6,17)","(7,17)","(8,17)","(9,17)","(10,17)","(11,17)","(12,17)","(13,17)","(14,17)","(15,17)","(16,17)","(17,17)","(18,17)","(19,17)","(20,17)","(21,17)","(22,17)","(23,17)","(24,17)","(25,17)","(26,17)","(27,17)","(28,17)","(29,17)","(30,17)","(31,17)","(32,17)","(33,17)","(34,17)","(35,17)","(36,17)","(37,17)","(38,17)","(39,17)","(40,17)","(41,17)","(42,17)","(43,17)","(44,17)","(45,17)","(46,17)","(47,17)","(48,17)","(49,17)"
"r18","(0,18)","(1,18)","(2,18)","(3,18)","(4,18)","(5,18)","(6,18)","(7,18)","(8,18)","(9,18)","(10,18)","(11,18)","(12,18)","(13,18)","(14,18)","(15,18)","(16,18)","(17,18)","(18,18)","(19,18)","(20,18)","(21,18)","(22,18)","(23,18)","(24,18)","(25,18)","(26,18)","(27,18)","(28,18)","(29,18)","(30,18)","(31,18)","(32,18)","(33,18)","(34,18)","(35,18)","(36,18)","(37,18)","(38,18)","(39,18)","(40,18)","(41,18)","(42,18)","(43,18)","(44,18)","(45,18)","(46,18)","(47,18)","(48,18)","(49,18)"
"r19","(0,19)","(1,19)","(2,19)","(3,19)","(4,19)","(5,19)","(6,19)","(7,19)","(8,19)","(9,19)","(10,19)","(11,19)","(12,19)","(13,19)","(14,19)","(15,19)","(16,19)","(17,19)","(18,19)","(19,19)","(20,19)","(21,19)","(22,19)","(23,19)","(24,19)","(25,19)","(26,19)","(27,19)","(28,19)","(29,19)","(30,19)","(31,19)","(32,19)","(33,19)","(34,19)","(35,19)","(36,19)","(37,19)","(38,19)","(39,19)","(40,19)","(41,19)","(42,19)","(43,19)","(44,19)","(45,19)","(46,19)","(47,19)","(48,19)","(49,19)"
