r\c,c00,c01,c02,c03,c04,c05,c06,c07,c08,c09,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,c27,c28,c29,c30,c31,c32,c33,c34,c35,c36,c37,c38,c39,c40,c41,c42,c43,c44,c45,c46,c47,c48,c49
r10,#07060e,#07060e,#07060e,#07060e,#07060e,#07060e,#6068b0,#07060e,#07060e,#07060e,#07060e,#07060e,#07060e,#2a1848,#d0d8f0,#2a1848,#2a1848,#8890a8,#ccd4e8,#ccd4e8,#e0eaff,#ccd4e8,#ccd4e8,#8890a8,#2a1848,#2a1848,#d0d8f0,#07060e,#07060e,#07060e,#07060e,#07060e,#07060e,#07060e,#6068b0,#07060e,#07060e,#07060e,#07060e,#07060e,#07060e,#07060e,#07060e,#07060e,#07060e,#07060e,#07060e,#07060e,#07060e,#07060e
r11,#08070d,#08070d,#08070d,#08070d,#08070d,#08070d,#08070d,#08070d,#08070d,#08070d,#08070d,#9898d0,#08070d,#08070d,#220e38,#220e38,#220e38,#8890a8,#ccd4e8,#ccd4e8,#d8e2f8,#ccd4e8,#ccd4e8,#8890a8,#220e38,#220e38,#08070d,#08070d,#08070d,#9898d0,#08070d,#08070d,#08070d,#08070d,#08070d,#08070d,#08070d,#08070d,#08070d,#08070d,#08070d,#08070d,#08070d,#08070d,#08070d,#08070d,#08070d,#08070d,#08070d,#08070d
r12,#06050f,#06050f,#06050f,#4858a0,#06050f,#06050f,#06050f,#06050f,#06050f,#06050f,#06050f,#06050f,#06050f,#06050f,#06050f,#dce4ff,#180830,#ffffff,#8890a8,#8890a8,#8890a8,#8890a8,#8890a8,#ffffff,#180830,#dce4ff,#06050f,#06050f,#06050f,#06050f,#06050f,#06050f,#06050f,#06050f,#06050f,#06050f,#06050f,#4858a0,#06050f,#06050f,#06050f,#06050f,#06050f,#06050f,#06050f,#06050f,#06050f,#06050f,#06050f,#06050f
r13,#07060e,#07060e,#07060e,#07060e,#07060e,#07060e,#07060e,#6870b8,#07060e,#07060e,#07060e,#07060e,#a0a8e0,#07060e,#07060e,#07060e,#ffffff,#d0d8f0,#ffffff,#07060e,#07060e,#07060e,#ffffff,#d0d8f0,#ffffff,#07060e,#07060e,#07060e,#a0a8e0,#07060e,#07060e,#07060e,#07060e,#6870b8,#07060e,#07060e,#07060e,#07060e,#07060e,#07060e,#07060e,#07060e,#07060e,#07060e,#07060e,#07060e,#07060e,#07060e,#07060e,#07060e
r14,#08070d,#08070d,#08070d,#08070d,#08070d,#08070d,#08070d,#08070d,#08070d,#08070d,#08070d,#08070d,#08070d,#a8b0e0,#08070d,#08070d,#08070d,#ffffff,#08070d,#08070d,#08070d,#08070d,#08070d,#ffffff,#08070d,#08070d,#08070d,#a8b0e0,#08070d,#08070d,#08070d,#08070d,#08070d,#08070d,#08070d,#08070d,#08070d,#08070d,#08070d,#08070d,#08070d,#08070d,#08070d,#08070d,#08070d,#08070d,#08070d,#08070d,#08070d,#08070d
r15,#06050f,#06050f,#06050f,#06050f,#06050f,#06050f,#06050f,#06050f,#06050f,#06050f,#06050f,#06050f,#06050f,#06050f,#06050f,#06050f,#06050f,#06050f,#06050f,#06050f,#06050f,#06050f,#06050f,#06050f,#06050f,#06050f,#06050f,#06050f,#06050f,#06050f,#06050f,#06050f,#06050f,#06050f,#06050f,#06050f,#06050f,#06050f,#06050f,#06050f,#06050f,#06050f,#06050f,#06050f,#06050f,#06050f,#06050f,#06050f,#06050f,#06050f
r16,#07060e,#07060e,#07060e,#07060e,#07060e,#07060e,#07060e,#07060e,#07060e,#07060e,#07060e,#07060e,#07060e,#07060e,#07060e,#07060e,#07060e,#07060e,#07060e,#07060e,#07060e,#07060e,#07060e,#07060e,#07060e,#07060e,#07060e,#07060e,#07060e,#07060e,#07060e,#07060e,#07060e,#07060e,#07060e,#07060e,#07060e,#07060e,#07060e,#07060e,#07060e,#07060e,#07060e,#07060e,#07060e,#07060e,#07060e,#07060e,#07060e,#07060e
r17,#08070d,#08070d,#08070d,#08070d,#08070d,#08070d,#08070d,#08070d,#08070d,#08070d,#08070d,#08070d,#08070d,#08070d,#08070d,#08070d,#08070d,#08070d,#08070d,#08070d,#08070d,#08070d,#08070d,#08070d,#08070d,#08070d,#08070d,#08070d,#08070d,#08070d,#08070d,#08070d,#08070d,#08070d,#08070d,#08070d,#08070d,#08070d,#08070d,#08070d,#08070d,#08070d,#08070d,#08070d,#08070d,#08070d,#08070d,#08070d,#08070d,#08070d
r18,#06050f,#06050f,#06050f,#06050f,#06050f,#06050f,#06050f,#06050f,#06050f,#06050f,#06050f,#06050f,#06050f,#06050f,#06050f,#06050f,#06050f,#06050f,#06050f,#06050f,#06050f,#06050f,#06050f,#06050f,#06050f,#06050f,#06050f,#06050f,#06050f,#06050f,#06050f,#06050f,#06050f,#06050f,#06050f,#06050f,#06050f,#06050f,#06050f,#06050f,#06050f,#06050f,#06050f,#06050f,#06050f,#06050f,#06050f,#06050f,#06050f,#06050f
r19,#07060e,#07060e,#07060e,#07060e,#07060e,#07060e,#07060e,#07060e,#07060e,#07060e,#07060e,#07060e,#07060e,#07060e,#07060e,#07060e,#07060e,#07060e,#07060e,#07060e,#07060e,#07060e,#07060e,#07060e,#07060e,#07060e,#07060e,#07060e,#07060e,#07060e,#07060e,#07060e,#07060e,#07060e,#07060e,#07060e,#07060e,#07060e,#07060e,#07060e,#07060e,#07060e,#07060e,#07060e,#07060e,#07060e,#07060e,#07060e,#07060e,#07060e
