"r\c","c00","c01","c02","c03","c04","c05","c06","c07","c08","c09","c10","c11","c12","c13","c14","c15","c16","c17","c18","c19","c20","c21","c22","c23","c24","c25","c26","c27","c28","c29","c30","c31","c32","c33","c34","c35","c36","c37","c38","c39","c40","c41","c42","c43","c44","c45","c46","c47","c48","c49"
"r10","(0,10) #8b6914","(1,10) #8b6914","(2,10) #8b6914","(3,10) #8b6914","(4,10) #8b6914","(5,10) #8b6914","(6,10) #8b6914","(7,10) #8b6914","(8,10) #8b6914","(9,10) #8b6914","(10,10) #8b6914","(11,10) #8b6914","(12,10) #7a6a5a","(13,10) #7a6a5a","(14,10) #1868ab","(15,10) #1868ab","(16,10) #1868ab","(17,10) #1868ab","(18,10) #1868ab","(19,10) #1868ab","(20,10) #1868ab","(21,10) #1868ab","(22,10) #1868ab","(23,10) #1868ab","(24,10) #1868ab","(25,10) #1868ab","(26,10) #7a6a5a","(27,10) #7a6a5a","(28,10) #8b6914","(29,10) #8b6914","(30,10) #8b6914","(31,10) #8b6914","(32,10) #8b6914","(33,10) #8b6914","(34,10) #8b6914","(35,10) #8b6914","(36,10) #8b6914","(37,10) #8b6914","(38,10) #8b6914","(39,10) #8b6914","(40,10)","(41,10)","(42,10)","(43,10)","(44,10)","(45,10)","(46,10)","(47,10)","(48,10)","(49,10)"
"r11","(0,11) #8b6914","(1,11) #8b6914","(2,11) #8b6914","(3,11) #8b6914","(4,11) #8b6914","(5,11) #8b6914","(6,11) #8b6914","(7,11) #8b6914","(8,11) #8b6914","(9,11) #8b6914","(10,11) #8b6914","(11,11) #8b6914","(12,11) #7a6a5a","(13,11) #7a6a5a","(14,11) #1664a6","(15,11) #1664a6","(16,11) #88ccff","(17,11) #1664a6","(18,11) #1664a6","(19,11) #1664a6","(20,11) #1664a6","(21,11) #1664a6","(22,11) #1664a6","(23,11) #1664a6","(24,11) #1664a6","(25,11) #1664a6","(26,11) #7a6a5a","(27,11) #7a6a5a","(28,11) #8b6914","(29,11) #8b6914","(30,11) #8b6914","(31,11) #8b6914","(32,11) #8b6914","(33,11) #8b6914","(34,11) #8b6914","(35,11) #8b6914","(36,11) #8b6914","(37,11) #8b6914","(38,11) #8b6914","(39,11) #8b6914","(40,11)","(41,11)","(42,11)","(43,11)","(44,11)","(45,11)","(46,11)","(47,11)","(48,11)","(49,11)"
"r12","(0,12) #8b6914","(1,12) #8b6914","(2,12) #8b6914","(3,12) #8b6914","(4,12) #8b6914","(5,12) #8b6914","(6,12) #8b6914","(7,12) #8b6914","(8,12) #8b6914","(9,12) #8b6914","(10,12) #8b6914","(11,12) #8b6914","(12,12) #7a6a5a","(13,12) #7a6a5a","(14,12) #1460a0","(15,12) #1460a0","(16,12) #1460a0","(17,12) #1460a0","(18,12) #1460a0","(19,12) #1460a0","(20,12) #1460a0","(21,12) #1460a0","(22,12) #88ccff","(23,12) #1460a0","(24,12) #1460a0","(25,12) #1460a0","(26,12) #7a6a5a","(27,12) #7a6a5a","(28,12) #8b6914","(29,12) #8b6914","(30,12) #8b6914","(31,12) #8b6914","(32,12) #8b6914","(33,12) #8b6914","(34,12) #8b6914","(35,12) #8b6914","(36,12) #8b6914","(37,12) #8b6914","(38,12) #8b6914","(39,12) #8b6914","(40,12)","(41,12)","(42,12)","(43,12)","(44,12)","(45,12)","(46,12)","(47,12)","(48,12)","(49,12)"
"r13","(0,13) #8b6914","(1,13) #8b6914","(2,13) #8b6914","(3,13) #8b6914","(4,13) #8b6914","(5,13) #8b6914","(6,13) #8b6914","(7,13) #8b6914","(8,13) #8b6914","(9,13) #8b6914","(10,13) #8b6914","(11,13) #8b6914","(12,13) #7a6a5a","(13,13) #7a6a5a","(14,13) #125c9a","(15,13) #125c9a","(16,13) #125c9a","(17,13) #125c9a","(18,13) #125c9a","(19,13) #88ccff","(20,13) #125c9a","(21,13) #125c9a","(22,13) #125c9a","(23,13) #125c9a","(24,13) #125c9a","(25,13) #125c9a","(26,13) #7a6a5a","(27,13) #7a6a5a","(28,13) #8b6914","(29,13) #8b6914","(30,13) #8b6914","(31,13) #8b6914","(32,13) #8b6914","(33,13) #8b6914","(34,13) #8b6914","(35,13) #8b6914","(36,13) #8b6914","(37,13) #8b6914","(38,13) #8b6914","(39,13) #8b6914","(40,13)","(41,13)","(42,13)","(43,13)","(44,13)","(45,13)","(46,13)","(47,13)","(48,13)","(49,13)"
"r14","(0,14) #8b6914","(1,14) #8b6914","(2,14) #8b6914","(3,14) #8b6914","(4,14) #8b6914","(5,14) #8b6914","(6,14) #8b6914","(7,14) #8b6914","(8,14) #8b6914","(9,14) #8b6914","(10,14) #8b6914","(11,14) #8b6914","(12,14) #8b6914","(13,14) #185aa0","(14,14) #185aa0","(15,14) #185aa0","(16,14) #185aa0","(17,14) #185aa0","(18,14) #185aa0","(19,14) #185aa0","(20,14) #185aa0","(21,14) #185aa0","(22,14) #185aa0","(23,14) #185aa0","(24,14) #185aa0","(25,14) #185aa0","(26,14) #185aa0","(27,14) #8b6914","(28,14) #8b6914","(29,14) #8b6914","(30,14) #8b6914","(31,14) #8b6914","(32,14) #8b6914","(33,14) #8b6914","(34,14) #8b6914","(35,14) #8b6914","(36,14) #8b6914","(37,14) #8b6914","(38,14) #8b6914","(39,14) #8b6914","(40,14)","(41,14)","(42,14)","(43,14)","(44,14)","(45,14)","(46,14)","(47,14)","(48,14)","(49,14)"
"r15","(0,15)","(1,15)","(2,15)","(3,15)","(4,15)","(5,15)","(6,15)","(7,15)","(8,15)","(9,15)","(10,15)","(11,15)","(12,15)","(13,15)","(14,15)","(15,15)","(16,15)","(17,15)","(18,15)","(19,15)","(20,15)","(21,15)","(22,15)","(23,15)","(24,15)","(25,15)","(26,15)","(27,15)","(28,15)","(29,15)","(30,15)","(31,15)","(32,15)","(33,15)","(34,15)","(35,15)","(36,15)","(37,15)","(38,15)","(39,15)","(40,15)","(41,15)","(42,15)","(43,15)","(44,15)","(45,15)","(46,15)","(47,15)","(48,15)","(49,15)"
"r16","(0,16)","(1,16)","(2,16)","(3,16)","(4,16)","(5,16)","(6,16)","(7,16)","(8,16)","(9,16)","(10,16)","(11,16)","(12,16)","(13,16)","(14,16)","(15,16)","(16,16)","(17,16)","(18,16)","(19,16)","(20,16)","(21,16)","(22,16)","(23,16)","(24,16)","(25,16)","(26,16)","(27,16)","(28,16)","(29,16)","(30,16)","(31,16)","(32,16)","(33,16)","(34,16)","(35,16)","(36,16)","(37,16)","(38,16)","(39,16)","(40,16)","(41,16)","(42,16)","(43,16)","(44,16)","(45,16)","(46,16)","(47,16)","(48,16)","(49,16)"
"r17","(0,17)","(1,17)","(2,17)","(3,17)","(4,17)","(5,17)","(6,17)","(7,17)","(8,17)","(9,17)","(10,17)","(11,17)","(12,17)","(13,17)","(14,17)","(15,17)","(16,17)","(17,17)","(18,17)","(19,17)","(20,17)","(21,17)","(22,17)","(23,17)","(24,17)","(25,17)","(26,17)","(27,17)","(28,17)","(29,17)","(30,17)","(31,17)","(32,17)","(33,17)","(34,17)","(35,17)","(36,17)","(37,17)","(38,17)","(39,17)","(40,17)","(41,17)","(42,17)","(43,17)","(44,17)","(45,17)","(46,17)","(47,17)","(48,17)","(49,17)"
"r18","(0,18)","(1,18)","(2,18)","(3,18)","(4,18)","(5,18)","(6,18)","(7,18)","(8,18)","(9,18)","(10,18)","(11,18)","(12,18)","(13,18)","(14,18)","(15,18)","(16,18)","(17,18)","(18,18)","(19,18)","(20,18)","(21,18)","(22,18)","(23,18)","(24,18)","(25,18)","(26,18)","(27,18)","(28,18)","(29,18)","(30,18)","(31,18)","(32,18)","(33,18)","(34,18)","(35,18)","(36,18)","(37,18)","(38,18)","(39,18)","(40,18)","(41,18)","(42,18)","(43,18)","(44,18)","(45,18)","(46,18)","(47,18)","(48,18)","(49,18)"
"r19","(0,19)","(1,19)","(2,19)","(3,19)","(4,19)","(5,19)","(6,19)","(7,19)","(8,19)","(9,19)","(10,19)","(11,19)","(12,19)","(13,19)","(14,19)","(15,19)","(16,19)","(17,19)","(18,19)","(19,19)","(20,19)","(21,19)","(22,19)","(23,19)","(24,19)","(25,19)","(26,19)","(27,19)","(28,19)","(29,19)","(30,19)","(31,19)","(32,19)","(33,19)","(34,19)","(35,19)","(36,19)","(37,19)","(38,19)","(39,19)","(40,19)","(41,19)","(42,19)","(43,19)","(44,19)","(45,19)","(46,19)","(47,19)","(48,19)","(49,19)"
