"r\c","c00","c01","c02","c03","c04","c05","c06","c07","c08","c09","c10","c11","c12","c13","c14","c15","c16","c17","c18","c19","c20","c21","c22","c23","c24","c25","c26","c27","c28","c29","c30","c31","c32","c33","c34","c35","c36","c37","c38","c39","c40","c41","c42","c43","c44","c45","c46","c47","c48","c49"
"r10","(0,10) #0e0c0a","(1,10) #0e0c0a","(2,10) #0e0c0a","(3,10) #0c0808","(4,10) #0c0808","(5,10) #0c0808","(6,10) #0c0808","(7,10) #0c0808","(8,10) #0c0808","(9,10) #cc9900","(10,10) #ffd700","(11,10) #cc9900","(12,10) #ffaa00","(13,10) #0c0808","(14,10) #6b3010","(15,10) #c8a850","(16,10) #c8a850","(17,10) #c8a850","(18,10) #c8a850","(19,10) #c8a850","(20,10) #c8a850","(21,10) #c8a850","(22,10) #c8a850","(23,10) #c8a850","(24,10) #c8a850","(25,10) #6b3010","(26,10) #0c0808","(27,10) #ffaa00","(28,10) #ffd700","(29,10) #cc9900","(30,10) #ffd700","(31,10) #0c0808","(32,10) #0c0808","(33,10) #0c0808","(34,10) #0c0808","(35,10) #0c0808","(36,10) #0c0808","(37,10) #0e0c0a","(38,10) #0e0c0a","(39,10) #0e0c0a","(40,10) #0c0808","(41,10) #0c0808","(42,10) #0c0808","(43,10) #0c0808","(44,10) #0c0808","(45,10) #0c0808","(46,10) #0c0808","(47,10) #0c0808","(48,10) #0c0808","(49,10) #0c0808"
"r11","(0,11) #0e0c0a","(1,11) #0e0c0a","(2,11) #0e0c0a","(3,11) #0a0606","(4,11) #0a0606","(5,11) #0a0606","(6,11) #0a0606","(7,11) #0a0606","(8,11) #cc9900","(9,11) #ffd700","(10,11) #cc9900","(11,11) #ffd700","(12,11) #ffaa00","(13,11) #0a0606","(14,11) #6b3010","(15,11) #8b4513","(16,11) #8b4513","(17,11) #8b4513","(18,11) #8b4513","(19,11) #c8a850","(20,11) #c8a850","(21,11) #8b4513","(22,11) #8b4513","(23,11) #8b4513","(24,11) #8b4513","(25,11) #6b3010","(26,11) #0a0606","(27,11) #ffaa00","(28,11) #cc9900","(29,11) #ffd700","(30,11) #cc9900","(31,11) #ffd700","(32,11) #0a0606","(33,11) #0a0606","(34,11) #0a0606","(35,11) #0a0606","(36,11) #0a0606","(37,11) #0e0c0a","(38,11) #0e0c0a","(39,11) #0e0c0a","(40,11) #0a0606","(41,11) #0a0606","(42,11) #0a0606","(43,11) #0a0606","(44,11) #0a0606","(45,11) #0a0606","(46,11) #0a0606","(47,11) #0a0606","(48,11) #0a0606","(49,11) #0a0606"
"r12","(0,12) #0e0c0a","(1,12) #0e0c0a","(2,12) #0e0c0a","(3,12) #0c0808","(4,12) #0c0808","(5,12) #0c0808","(6,12) #0c0808","(7,12) #cc9900","(8,12) #ffd700","(9,12) #cc9900","(10,12) #ffd700","(11,12) #cc9900","(12,12) #ffaa00","(13,12) #4a3400","(14,12) #6b3010","(15,12) #8b4513","(16,12) #8b4513","(17,12) #8b4513","(18,12) #8b4513","(19,12) #c8a850","(20,12) #c8a850","(21,12) #8b4513","(22,12) #8b4513","(23,12) #8b4513","(24,12) #8b4513","(25,12) #6b3010","(26,12) #4a3400","(27,12) #ffaa00","(28,12) #ffd700","(29,12) #cc9900","(30,12) #ffd700","(31,12) #cc9900","(32,12) #ffd700","(33,12) #0c0808","(34,12) #0c0808","(35,12) #0c0808","(36,12) #0c0808","(37,12) #0e0c0a","(38,12) #0e0c0a","(39,12) #0e0c0a","(40,12) #0c0808","(41,12) #0c0808","(42,12) #0c0808","(43,12) #0c0808","(44,12) #0c0808","(45,12) #0c0808","(46,12) #0c0808","(47,12) #0c0808","(48,12) #0c0808","(49,12) #0c0808"
"r13","(0,13) #0e0c0a","(1,13) #0e0c0a","(2,13) #0e0c0a","(3,13) #0a0606","(4,13) #0a0606","(5,13) #0a0606","(6,13) #cc9900","(7,13) #ffd700","(8,13) #cc9900","(9,13) #ffd700","(10,13) #cc9900","(11,13) #3a2800","(12,13) #ffaa00","(13,13) #3a2800","(14,13) #6b3010","(15,13) #6b3010","(16,13) #6b3010","(17,13) #6b3010","(18,13) #6b3010","(19,13) #c8a850","(20,13) #c8a850","(21,13) #6b3010","(22,13) #6b3010","(23,13) #6b3010","(24,13) #6b3010","(25,13) #6b3010","(26,13) #3a2800","(27,13) #ffaa00","(28,13) #3a2800","(29,13) #ffd700","(30,13) #cc9900","(31,13) #ffd700","(32,13) #cc9900","(33,13) #ffd700","(34,13) #0a0606","(35,13) #0a0606","(36,13) #0a0606","(37,13) #0e0c0a","(38,13) #0e0c0a","(39,13) #0e0c0a","(40,13) #0a0606","(41,13) #0a0606","(42,13) #0a0606","(43,13) #0a0606","(44,13) #0a0606","(45,13) #0a0606","(46,13) #0a0606","(47,13) #0a0606","(48,13) #0a0606","(49,13) #0a0606"
"r14","(0,14) #0e0c0a","(1,14) #0e0c0a","(2,14) #0e0c0a","(3,14) #0c0808","(4,14) #2a1e00","(5,14) #cc9900","(6,14) #ffd700","(7,14) #cc9900","(8,14) #ffd700","(9,14) #cc9900","(10,14) #ffd700","(11,14) #cc9900","(12,14) #2a1e00","(13,14) #2a1e00","(14,14) #2a1e00","(15,14) #2a1e00","(16,14) #2a1e00","(17,14) #2a1e00","(18,14) #2a1e00","(19,14) #2a1e00","(20,14) #2a1e00","(21,14) #2a1e00","(22,14) #2a1e00","(23,14) #2a1e00","(24,14) #2a1e00","(25,14) #2a1e00","(26,14) #2a1e00","(27,14) #2a1e00","(28,14) #2a1e00","(29,14) #cc9900","(30,14) #ffd700","(31,14) #cc9900","(32,14) #ffd700","(33,14) #cc9900","(34,14) #ffd700","(35,14) #2a1e00","(36,14) #0c0808","(37,14) #0e0c0a","(38,14) #0e0c0a","(39,14) #0e0c0a","(40,14) #0c0808","(41,14) #0c0808","(42,14) #0c0808","(43,14) #0c0808","(44,14) #0c0808","(45,14) #0c0808","(46,14) #0c0808","(47,14) #0c0808","(48,14) #0c0808","(49,14) #0c0808"
"r15","(0,15) #0e0c0a","(1,15) #0e0c0a","(2,15) #0e0c0a","(3,15) #0a0606","(4,15) #0a0606","(5,15) #0a0606","(6,15) #0a0606","(7,15) #0a0606","(8,15) #0a0606","(9,15) #0a0606","(10,15) #0a0606","(11,15) #0a0606","(12,15) #0a0606","(13,15) #0a0606","(14,15) #0a0606","(15,15) #0a0606","(16,15) #0a0606","(17,15) #0a0606","(18,15) #0a0606","(19,15) #0a0606","(20,15) #0a0606","(21,15) #0a0606","(22,15) #0a0606","(23,15) #0a0606","(24,15) #0a0606","(25,15) #0a0606","(26,15) #0a0606","(27,15) #0a0606","(28,15) #0a0606","(29,15) #0a0606","(30,15) #0a0606","(31,15) #0a0606","(32,15) #0a0606","(33,15) #0a0606","(34,15) #0a0606","(35,15) #0a0606","(36,15) #0a0606","(37,15) #0e0c0a","(38,15) #0e0c0a","(39,15) #0e0c0a","(40,15) #0a0606","(41,15) #0a0606","(42,15) #0a0606","(43,15) #0a0606","(44,15) #0a0606","(45,15) #0a0606","(46,15) #0a0606","(47,15) #0a0606","(48,15) #0a0606","(49,15) #0a0606"
"r16","(0,16) #0e0c0a","(1,16) #0e0c0a","(2,16) #0e0c0a","(3,16) #0c0808","(4,16) #0c0808","(5,16) #0c0808","(6,16) #0c0808","(7,16) #0c0808","(8,16) #0c0808","(9,16) #0c0808","(10,16) #0c0808","(11,16) #0c0808","(12,16) #0c0808","(13,16) #0c0808","(14,16) #0c0808","(15,16) #0c0808","(16,16) #0c0808","(17,16) #0c0808","(18,16) #0c0808","(19,16) #0c0808","(20,16) #0c0808","(21,16) #0c0808","(22,16) #0c0808","(23,16) #0c0808","(24,16) #0c0808","(25,16) #0c0808","(26,16) #0c0808","(27,16) #0c0808","(28,16) #0c0808","(29,16) #0c0808","(30,16) #0c0808","(31,16) #0c0808","(32,16) #0c0808","(33,16) #0c0808","(34,16) #0c0808","(35,16) #0c0808","(36,16) #0c0808","(37,16) #0e0c0a","(38,16) #0e0c0a","(39,16) #0e0c0a","(40,16) #0c0808","(41,16) #0c0808","(42,16) #0c0808","(43,16) #0c0808","(44,16) #0c0808","(45,16) #0c0808","(46,16) #0c0808","(47,16) #0c0808","(48,16) #0c0808","(49,16) #0c0808"
"r17","(0,17) #0e0c0a","(1,17) #0e0c0a","(2,17) #0e0c0a","(3,17) #0a0606","(4,17) #0a0606","(5,17) #0a0606","(6,17) #0a0606","(7,17) #0a0606","(8,17) #0a0606","(9,17) #0a0606","(10,17) #0a0606","(11,17) #0a0606","(12,17) #0a0606","(13,17) #0a0606","(14,17) #0a0606","(15,17) #0a0606","(16,17) #0a0606","(17,17) #0a0606","(18,17) #0a0606","(19,17) #0a0606","(20,17) #0a0606","(21,17) #0a0606","(22,17) #0a0606","(23,17) #0a0606","(24,17) #0a0606","(25,17) #0a0606","(26,17) #0a0606","(27,17) #0a0606","(28,17) #0a0606","(29,17) #0a0606","(30,17) #0a0606","(31,17) #0a0606","(32,17) #0a0606","(33,17) #0a0606","(34,17) #0a0606","(35,17) #0a0606","(36,17) #0a0606","(37,17) #0e0c0a","(38,17) #0e0c0a","(39,17) #0e0c0a","(40,17) #0a0606","(41,17) #0a0606","(42,17) #0a0606","(43,17) #0a0606","(44,17) #0a0606","(45,17) #0a0606","(46,17) #0a0606","(47,17) #0a0606","(48,17) #0a0606","(49,17) #0a0606"
"r18","(0,18) #0e0c0a","(1,18) #0e0c0a","(2,18) #0e0c0a","(3,18) #0c0808","(4,18) #0c0808","(5,18) #0c0808","(6,18) #0c0808","(7,18) #0c0808","(8,18) #0c0808","(9,18) #0c0808","(10,18) #0c0808","(11,18) #0c0808","(12,18) #0c0808","(13,18) #0c0808","(14,18) #0c0808","(15,18) #0c0808","(16,18) #0c0808","(17,18) #0c0808","(18,18) #0c0808","(19,18) #0c0808","(20,18) #0c0808","(21,18) #0c0808","(22,18) #0c0808","(23,18) #0c0808","(24,18) #0c0808","(25,18) #0c0808","(26,18) #0c0808","(27,18) #0c0808","(28,18) #0c0808","(29,18) #0c0808","(30,18) #0c0808","(31,18) #0c0808","(32,18) #0c0808","(33,18) #0c0808","(34,18) #0c0808","(35,18) #0c0808","(36,18) #0c0808","(37,18) #0e0c0a","(38,18) #0e0c0a","(39,18) #0e0c0a","(40,18) #0c0808","(41,18) #0c0808","(42,18) #0c0808","(43,18) #0c0808","(44,18) #0c0808","(45,18) #0c0808","(46,18) #0c0808","(47,18) #0c0808","(48,18) #0c0808","(49,18) #0c0808"
"r19","(0,19) #0e0c0a","(1,19) #0e0c0a","(2,19) #0e0c0a","(3,19) #0a0606","(4,19) #0a0606","(5,19) #0a0606","(6,19) #0a0606","(7,19) #0a0606","(8,19) #0a0606","(9,19) #0a0606","(10,19) #0a0606","(11,19) #0a0606","(12,19) #0a0606","(13,19) #0a0606","(14,19) #0a0606","(15,19) #0a0606","(16,19) #0a0606","(17,19) #0a0606","(18,19) #0a0606","(19,19) #0a0606","(20,19) #0a0606","(21,19) #0a0606","(22,19) #0a0606","(23,19) #0a0606","(24,19) #0a0606","(25,19) #0a0606","(26,19) #0a0606","(27,19) #0a0606","(28,19) #0a0606","(29,19) #0a0606","(30,19) #0a0606","(31,19) #0a0606","(32,19) #0a0606","(33,19) #0a0606","(34,19) #0a0606","(35,19) #0a0606","(36,19) #0a0606","(37,19) #0e0c0a","(38,19) #0e0c0a","(39,19) #0e0c0a","(40,19) #0a0606","(41,19) #0a0606","(42,19) #0a0606","(43,19) #0a0606","(44,19) #0a0606","(45,19) #0a0606","(46,19) #0a0606","(47,19) #0a0606","(48,19) #0a0606","(49,19) #0a0606"
